iter	Passed	Remaining
168	1608	4959
169	1616	4943
170	1623	4927
171	1630	4909
172	1638	4895
173	1645	4879
174	1654	4869
175	1663	4856
176	1669	4839
177	1677	4824
178	1684	4809
179	1691	4793
180	1698	4776
181	1705	4761
182	1713	4747
183	1721	4732
184	1728	4718
185	1735	4702
186	1743	4690
187	1751	4676
188	1758	4662
189	1766	4648
190	1773	4634
191	1780	4619
192	1787	4603
193	1795	4591
194	1803	4577
195	1810	4563
196	1817	4548
197	1826	4537
198	1834	4525
199	1842	4514
200	1852	4505
201	1859	4492
202	1867	4479
203	1875	4467
204	1882	4453
205	1890	4440
206	1897	4428
207	1905	4414
208	1912	4401
209	1920	4390
210	1928	4378
211	1936	4366
212	1945	4357
213	1954	4346
214	1962	4335
215	1970	4324
216	1979	4315
217	1988	4304
218	1996	4293
219	2003	4279
220	2010	4267
221	2018	4255
222	2024	4240
223	2031	4227
224	2038	4212
225	2047	4203
226	2054	4191
227	2063	4180
228	2069	4166
229	2078	4156
230	2084	4142
231	2091	4129
232	2099	4117
233	2106	4104
234	2113	4091
235	2120	4079
236	2128	4068
237	2136	4057
238	2145	4049
239	2155	4042
240	2169	4042
241	2189	4053
242	2204	4054
243	2217	4052
244	2225	4042
245	2236	4035
246	2247	4030
247	2257	4023
248	2267	4015
249	2276	4007
250	2291	4007
251	2302	4001
252	2311	3993
253	2321	3984
254	2332	3979
255	2344	3974
256	2353	3964
257	2362	3955
258	2371	3945
259	2379	3934
260	2385	3921
261	2394	3911
262	2402	3900
263	2412	3892
264	2422	3885
265	2430	3874
266	2440	3867
267	2450	3858
268	2458	3847
269	2467	3838
270	2477	3830
271	2485	3819
272	2494	3810
273	2503	3800
274	2511	3790
275	2519	3779
276	2527	3768
277	2535	3757
278	2542	3746
279	2550	3734
280	2557	3723
281	2565	3711
282	2572	3699
283	2579	3687
284	2586	3675
285	2594	3665
286	2602	3653
287	2609	3642
288	2615	3629
289	2622	3617
290	2629	3606
291	2638	3596
292	2645	3584
293	2652	3572
294	2658	3560
295	2665	3548
296	2673	3537
297	2679	3525
298	2686	3513
299	2691	3499
300	2699	3489
301	2707	3477
302	2714	3466
303	2721	3455
304	2729	3445
305	2738	3435
306	2745	3425
307	2757	3420
308	2770	3415
309	2782	3410
310	2793	3404
311	2802	3395
312	2813	3388
313	2824	3382
314	2835	3375
315	2843	3365
316	2852	3356
317	2865	3351
318	2875	3344
319	2884	3335
320	2892	3324
321	2902	3317
322	2912	3309
323	2922	3301
324	2936	3298
325	2947	3291
326	2956	3282
327	2966	3274
328	2976	3266
329	2987	3259
330	2999	3253
331	3008	3244
332	3019	3237
333	3031	3231
334	3041	3223
335	3052	3216
336	3066	3211
337	3077	3204
338	3091	3200
339	3101	3192
340	3112	3185
341	3124	3179
342	3139	3176
343	3154	3173
344	3168	3168
345	3182	3164
346	3194	3157
347	3206	3151
348	3219	3146
349	3235	3143
350	3252	3140
351	3264	3134
352	3281	3132
353	3290	3123
354	3302	3116
355	3313	3108
356	3322	3099
357	3333	3091
358	3344	3083
359	3359	3079
360	3373	3074
361	3384	3066
362	3399	3062
363	3409	3053
364	3425	3050
365	3437	3043
366	3452	3038
367	3465	3032
368	3478	3025
369	3489	3018
370	3500	3010
371	3512	3002
372	3524	2994
373	3538	2989
374	3550	2982
375	3561	2974
376	3574	2967
377	3585	2959
378	3598	2952
379	3609	2944
380	3621	2937
381	3635	2931
382	3648	2924
383	3658	2915
384	3670	2908
385	3683	2901
386	3693	2892
387	3704	2883
388	3715	2874
389	3725	2865
390	3740	2860
391	3756	2855
392	3766	2846
393	3778	2838
394	3789	2829
395	3801	2822
396	3812	2813
397	3822	2804
398	3837	2798
399	3849	2790
400	3861	2783
401	3872	2774
402	3888	2768
403	3899	2760
404	3912	2753
405	3923	2744
406	3938	2738
407	3951	2730
408	3963	2722
409	3974	2714
410	3988	2707
411	3996	2696
412	4011	2690
413	4023	2682
414	4038	2675
415	4047	2666
416	4062	2659
417	4071	2649
418	4086	2642
419	4098	2634
420	4112	2627
421	4123	2618
422	4138	2612
423	4149	2603
424	4164	2596
425	4177	2588
426	4188	2579
427	4199	2570
428	4212	2562
429	4223	2553
430	4237	2546
431	4248	2537
432	4260	2528
433	4272	2520
434	4284	2511
435	4295	2502
436	4307	2493
437	4316	2483
438	4329	2475
439	4338	2465
440	4354	2458
441	4363	2448
442	4370	2436
443	4376	2425
444	4383	2413
445	4389	2401
446	4396	2390
447	4402	2378
448	4409	2366
449	4416	2355
450	4423	2344
451	4431	2333
452	4438	2322
453	4445	2310
454	4452	2299
455	4460	2288
456	4467	2277
457	4474	2266
458	4482	2255
459	4489	2244
460	4497	2233
461	4504	2223
462	4512	2212
463	4519	2201
464	4527	2190
465	4535	2179
466	4542	2169
467	4550	2158
468	4558	2148
469	4566	2137
470	4572	2126
471	4580	2115
472	4587	2104
473	4594	2093
474	4600	2082
475	4609	2072
476	4617	2061
477	4626	2051
478	4633	2041
479	4641	2030
480	4648	2019
481	4656	2009
482	4664	1999
483	4671	1988
484	4678	1977
485	4686	1966
486	4693	1956
487	4700	1945
488	4709	1935
489	4716	1925
490	4725	1915
491	4741	1908
492	4751	1898
493	4759	1888
494	4768	1878
495	4776	1868
496	4785	1858
497	4794	1848
498	4803	1838
499	4812	1828
500	4821	1818
501	4830	1809
502	4839	1799
503	4847	1789
504	4855	1778
505	4864	1768
506	4873	1759
507	4882	1749
508	4891	1739
509	4901	1729
510	4909	1719
511	4919	1710
512	4928	1700
513	4937	1690
514	4945	1680
515	4954	1670
516	4963	1660
517	4972	1651
518	4982	1641
519	4994	1632
520	5005	1623
521	5013	1613
522	5022	1603
523	5031	1593
524	5039	1583
525	5049	1574
526	5056	1564
527	5066	1554
528	5074	1544
529	5084	1534
530	5092	1524
531	5101	1515
532	5110	1505
533	5119	1495
534	5130	1486
535	5139	1476
536	5148	1466
537	5157	1457
538	5166	1447
539	5174	1437
540	5182	1427
541	5191	1417
542	5200	1407
543	5209	1398
544	5218	1388
545	5226	1378
546	5234	1368
547	5244	1358
548	5252	1349
549	5262	1339
550	5271	1329
551	5280	1320
552	5288	1310
553	5297	1300
554	5305	1290
555	5314	1280
556	5324	1271
557	5335	1262
558	5344	1252
559	5353	1242
560	5361	1232
561	5369	1222
562	5378	1213
563	5385	1203
564	5393	1193
565	5402	1183
566	5411	1173
567	5420	1164
568	5429	1154
569	5438	1145
570	5446	1135
571	5455	1125
572	5463	1115
573	5472	1105
574	5481	1096
575	5490	1086
576	5499	1077
577	5508	1067
578	5516	1057
579	5525	1048
580	5533	1038
581	5542	1028
582	5551	1018
583	5559	1009
584	5568	999
585	5577	989
586	5586	980
587	5595	970
588	5604	961
589	5613	951
590	5622	941
591	5630	932
592	5640	922
593	5681	918
594	5709	911
595	5725	903
596	5736	893
597	5745	883
598	5754	874
599	5761	864
600	5769	854
601	5782	845
602	5792	835
603	5803	826
604	5811	816
605	5820	806
606	5827	796
607	5836	787
608	5843	777
609	5851	767
610	5858	757
611	5865	747
612	5873	737
613	5882	728
614	5890	718
615	5896	708
616	5904	698
617	5911	688
618	5922	679
619	5929	669
620	5938	659
621	5947	650
622	5957	640
623	5966	631
624	5976	621
625	5986	612
626	5996	602
627	6006	592
628	6015	583
629	6024	573
630	6034	564
631	6043	554
632	6052	545
633	6061	535
634	6072	525
635	6081	516
636	6091	506
637	6101	497
638	6111	487
639	6120	478
640	6130	468
641	6139	459
642	6149	449
643	6159	439
644	6169	430
645	6180	420
646	6191	411
647	6203	402
648	6214	392
649	6224	383
650	6234	373
651	6242	363
652	6253	354
653	6263	344
654	6272	335
655	6282	325
656	6291	316
657	6301	306
658	6311	296
659	6320	287
660	6331	277
661	6341	268
662	6350	258
663	6360	249
664	6369	239
665	6379	229
666	6387	220
667	6396	210
668	6405	201
669	6414	191
670	6424	181
671	6435	172
672	6445	162
673	6455	153
674	6464	143
675	6473	134
676	6484	124
677	6495	114
678	6505	105
679	6516	95
680	6530	86
681	6542	76
682	6556	67
683	6567	57
684	6576	48
685	6587	38
686	6597	28
687	6608	19
688	6618	9
689	6629	0
