iter	Logloss
0	0.6796148982
1	0.6663751401
2	0.6547433797
3	0.6452628401
4	0.6347260243
5	0.6251753945
6	0.6162078206
7	0.6077518171
8	0.599365119
9	0.5923844764
10	0.5851211445
11	0.5789503503
12	0.5726577115
13	0.5669715182
14	0.5614030882
15	0.5561630059
16	0.5513376568
17	0.5468123473
18	0.542241872
19	0.5379437081
20	0.5337484775
21	0.5303093176
22	0.526999136
23	0.5237937802
24	0.5210449831
25	0.5186494539
26	0.5159766947
27	0.513645622
28	0.5115137138
29	0.5093859916
30	0.5073831533
31	0.5053580679
32	0.5035350423
33	0.5019186376
34	0.5002408157
35	0.4984479341
36	0.4968312852
37	0.4955551804
38	0.4940105142
39	0.492847472
40	0.4915212828
41	0.4902969848
42	0.4892009412
43	0.4880530909
44	0.4869944341
45	0.4860028892
46	0.4850488662
47	0.4842415076
48	0.4834340618
49	0.4826252207
50	0.4819749175
51	0.4812981812
52	0.480603314
53	0.4799646054
54	0.4792716132
55	0.4785396777
56	0.4779275112
57	0.4773392314
58	0.4767528091
59	0.4761406863
60	0.4756025911
61	0.4751484655
62	0.4745724779
63	0.4740786284
64	0.4736194403
65	0.4730763481
66	0.4726080161
67	0.4721043119
68	0.4717755717
69	0.4714522428
70	0.4710647278
71	0.470727768
72	0.4704033926
73	0.47010593
74	0.4697873584
75	0.4694760121
76	0.4691184579
77	0.4688124051
78	0.4684791257
79	0.4681956471
80	0.4679564622
81	0.4676868935
82	0.467411399
83	0.4671879641
84	0.4669211687
85	0.4666953879
86	0.4665355156
87	0.4662837181
88	0.4660510281
89	0.4658720657
90	0.4656591788
91	0.4653530955
92	0.4651577879
93	0.4649131153
94	0.4646846724
95	0.4645214382
96	0.4643259867
97	0.4641379283
98	0.4639745349
99	0.463824901
100	0.4636749444
101	0.4634637428
102	0.463328614
103	0.4631584576
104	0.4630630003
105	0.4629008431
106	0.4626991692
107	0.4625571552
108	0.462384389
109	0.4621763727
110	0.4620487112
111	0.4618935025
112	0.4617402385
113	0.461586013
114	0.4615023486
115	0.4613409872
116	0.4611751018
117	0.461027973
118	0.4609223995
119	0.4608168063
120	0.4606987771
121	0.4606020728
122	0.460481412
123	0.4603406495
124	0.4602539829
125	0.4601850156
126	0.4600546353
127	0.4599365211
128	0.4597873385
129	0.4597037875
130	0.4595525511
131	0.4594581186
132	0.4593593692
133	0.4592459206
134	0.4591321254
135	0.4590411834
136	0.4589705482
137	0.458906229
138	0.4588274026
139	0.4587308967
140	0.4586433254
141	0.4585132809
142	0.4584339726
143	0.4582846745
144	0.4581990043
145	0.4581109926
146	0.4579862264
147	0.4579045483
148	0.457825663
149	0.4577244957
150	0.45764471
151	0.4575642702
152	0.4574937025
153	0.4573822446
154	0.4572630097
155	0.4572023032
156	0.4571486585
157	0.4570998736
158	0.4570045275
159	0.4569336415
160	0.4568395273
161	0.4567882351
162	0.456725634
163	0.4566379515
164	0.4565870299
165	0.4565458997
166	0.4564956213
167	0.4564204839
168	0.4563606582
169	0.456287483
170	0.4562038819
171	0.4561410257
172	0.4561042189
173	0.4560473192
174	0.4559792718
175	0.4559309295
176	0.4558950384
177	0.4558478843
178	0.4557980747
179	0.4557193376
180	0.4556640839
181	0.4555597619
182	0.4554643242
183	0.4553920058
184	0.4553245973
185	0.4552611307
186	0.4551903951
187	0.4551624118
188	0.4551320498
189	0.4550645825
190	0.4550280439
191	0.4549617189
192	0.4548979492
193	0.4548305582
194	0.4547592732
195	0.4546952353
196	0.4546516306
197	0.4545946545
198	0.4545281072
199	0.4544765316
200	0.4544296391
201	0.4543456084
202	0.4543317443
203	0.4542666904
204	0.454196997
205	0.4541370384
206	0.4540753857
207	0.4539917366
208	0.4539528674
209	0.4539013528
210	0.4538191862
211	0.4537604049
212	0.4537010066
213	0.4536578641
214	0.4535915653
215	0.4535491249
216	0.4534878319
217	0.4534324474
218	0.4533989263
219	0.453333807
220	0.4532921296
221	0.4532487865
222	0.4532022625
223	0.4531438802
224	0.4530753292
225	0.4530490029
226	0.4530170733
227	0.452987034
228	0.4529278079
229	0.452852773
230	0.4527652954
231	0.4527053302
232	0.4526520997
233	0.4526043417
234	0.4525504114
235	0.4524760959
236	0.4523609162
237	0.4523289976
238	0.4522626748
239	0.4522196086
240	0.4521630446
241	0.4520986797
242	0.4520643781
243	0.4520057297
244	0.4519638627
245	0.4519094876
246	0.4518575588
247	0.4518148937
248	0.4517906648
249	0.4517053064
250	0.4516720382
251	0.451637996
252	0.451549461
253	0.451521748
254	0.4514793141
255	0.4514126011
256	0.4513916577
257	0.4513258778
258	0.4512700442
259	0.4512059213
260	0.4511697577
261	0.4511106821
262	0.451049993
263	0.4510249923
264	0.450984163
265	0.4509084129
266	0.4508578184
267	0.4508260589
268	0.450788053
269	0.4507354832
270	0.4506928858
271	0.4506461023
272	0.4505807127
273	0.4505591916
274	0.450522073
275	0.45043286
276	0.4503896913
277	0.4503328679
278	0.4502714594
279	0.4502457631
280	0.4502130269
281	0.4502015174
282	0.4501694156
283	0.4501314621
284	0.4500968443
285	0.4500637309
286	0.4500483515
287	0.450014499
288	0.4499936058
289	0.4499649902
290	0.4498970846
291	0.4498517052
292	0.4498226056
293	0.4498089268
294	0.4497820161
295	0.4497354485
296	0.449711939
297	0.4496750909
298	0.4496447987
299	0.4496154811
300	0.4495948735
301	0.4495822499
302	0.4495534839
303	0.4494800863
304	0.4494559772
305	0.449411108
306	0.449324847
307	0.4493008796
308	0.4492293439
309	0.449205139
310	0.4491512566
311	0.4491356941
312	0.4491112101
313	0.4490837391
314	0.4490323728
315	0.4490044396
316	0.448924789
317	0.4488907556
318	0.448849076
319	0.4488312199
320	0.448793964
321	0.4487773572
322	0.4487488179
323	0.4487108753
324	0.4487100925
325	0.4486922822
326	0.4486589617
327	0.448624019
328	0.448604966
329	0.4485789449
330	0.4485519143
331	0.448540032
332	0.448489226
333	0.4484526613
334	0.448430824
335	0.4483974686
336	0.4483446611
337	0.4482703478
338	0.4482435462
339	0.4482244386
340	0.4481857874
341	0.448142477
342	0.448082841
343	0.4480088547
344	0.4479778191
345	0.4479387711
346	0.4478799483
347	0.4477920761
348	0.4477641081
349	0.4477319125
350	0.4476705258
351	0.4476445854
352	0.4475988746
353	0.4475449573
354	0.4474590931
355	0.4474231825
356	0.4473871105
357	0.4473513285
358	0.4473267986
359	0.4472767535
