iter	Passed	Remaining
375	4442	5092
376	4451	5076
377	4459	5061
378	4468	5046
379	4477	5031
380	4486	5016
381	4495	5001
382	4504	4986
383	4513	4971
384	4521	4956
385	4530	4941
386	4539	4926
387	4548	4912
388	4560	4900
389	4569	4885
390	4579	4872
391	4589	4858
392	4599	4845
393	4608	4830
394	4617	4816
395	4627	4803
396	4636	4788
397	4645	4773
398	4654	4759
399	4663	4744
400	4671	4729
401	4679	4714
402	4687	4699
403	4696	4685
404	4705	4670
405	4713	4655
406	4722	4641
407	4731	4627
408	4740	4612
409	4750	4600
410	4758	4585
411	4766	4570
412	4775	4555
413	4785	4542
414	4794	4528
415	4802	4513
416	4814	4502
417	4827	4492
418	4841	4483
419	4857	4476
420	4870	4465
421	4882	4454
422	4897	4445
423	4906	4432
424	4917	4419
425	4927	4407
426	4940	4396
427	4952	4385
428	4962	4372
429	4971	4359
430	4982	4346
431	4994	4335
432	5003	4321
433	5013	4309
434	5023	4296
435	5033	4283
436	5043	4270
437	5055	4258
438	5064	4245
439	5074	4232
440	5082	4218
441	5094	4206
442	5103	4193
443	5112	4179
444	5122	4166
445	5131	4153
446	5142	4142
447	5151	4128
448	5161	4115
449	5170	4102
450	5180	4089
451	5191	4077
452	5199	4063
453	5209	4050
454	5220	4039
455	5232	4027
456	5244	4016
457	5255	4004
458	5265	3992
459	5277	3980
460	5290	3970
461	5300	3958
462	5310	3945
463	5321	3933
464	5333	3922
465	5344	3910
466	5355	3898
467	5364	3885
468	5374	3873
469	5386	3862
470	5396	3849
471	5407	3837
472	5418	3826
473	5429	3814
474	5440	3802
475	5451	3791
476	5462	3779
477	5472	3766
478	5482	3754
479	5490	3740
480	5498	3726
481	5506	3713
482	5515	3699
483	5523	3686
484	5533	3673
485	5541	3660
486	5549	3646
487	5557	3632
488	5565	3619
489	5573	3605
490	5582	3592
491	5590	3579
492	5598	3565
493	5606	3552
494	5615	3539
495	5623	3526
496	5632	3513
497	5640	3499
498	5648	3486
499	5656	3473
500	5666	3460
501	5676	3448
502	5688	3438
503	5703	3429
504	5719	3420
505	5732	3410
506	5742	3397
507	5754	3386
508	5765	3375
509	5779	3365
510	5790	3354
511	5801	3342
512	5814	3332
513	5824	3320
514	5838	3310
515	5848	3298
516	5858	3286
517	5866	3273
518	5878	3261
519	5892	3252
520	5901	3239
521	5911	3227
522	5922	3215
523	5931	3203
524	5940	3191
525	5949	3178
526	5957	3165
527	5967	3153
528	5978	3141
529	5986	3128
530	5995	3116
531	6003	3103
532	6012	3090
533	6025	3080
534	6033	3067
535	6041	3054
536	6049	3041
537	6058	3029
538	6067	3016
539	6075	3004
540	6087	2992
541	6097	2981
542	6105	2968
543	6115	2956
544	6124	2944
545	6137	2933
546	6147	2922
547	6157	2910
548	6171	2900
549	6180	2887
550	6189	2875
551	6197	2862
552	6205	2850
553	6216	2838
554	6231	2829
555	6242	2818
556	6257	2808
557	6268	2797
558	6281	2786
559	6292	2775
560	6308	2766
561	6321	2755
562	6334	2745
563	6346	2734
564	6359	2723
565	6370	2712
566	6383	2701
567	6395	2690
568	6411	2681
569	6423	2670
570	6436	2660
571	6448	2649
572	6460	2638
573	6472	2627
574	6482	2615
575	6497	2605
576	6506	2593
577	6515	2581
578	6524	2569
579	6533	2556
580	6541	2544
581	6549	2532
582	6557	2519
583	6565	2507
584	6573	2494
585	6582	2482
586	6590	2470
587	6598	2457
588	6606	2445
589	6614	2432
590	6623	2420
591	6630	2408
592	6639	2395
593	6647	2383
594	6655	2371
595	6664	2359
596	6674	2347
597	6682	2335
598	6690	2323
599	6699	2311
600	6707	2299
601	6715	2286
602	6724	2274
603	6732	2262
604	6740	2250
605	6748	2238
606	6757	2226
607	6765	2214
608	6773	2202
609	6781	2190
610	6789	2178
611	6797	2166
612	6806	2154
613	6814	2142
614	6822	2130
615	6831	2118
616	6839	2106
617	6847	2094
618	6855	2082
619	6863	2070
620	6872	2058
621	6880	2046
622	6888	2034
623	6896	2022
624	6904	2010
625	6913	1998
626	6921	1987
627	6931	1975
628	6940	1964
629	6948	1952
630	6957	1940
631	6965	1928
632	6974	1917
633	6982	1905
634	6990	1893
635	6999	1881
636	7009	1870
637	7018	1859
638	7028	1847
639	7036	1835
640	7044	1824
641	7053	1812
642	7061	1801
643	7070	1789
644	7078	1777
645	7086	1766
646	7095	1754
647	7103	1742
648	7113	1731
649	7121	1720
650	7130	1708
651	7138	1697
652	7146	1685
653	7155	1674
654	7165	1662
655	7173	1651
656	7182	1639
657	7191	1628
658	7200	1617
659	7210	1606
660	7220	1594
661	7229	1583
662	7238	1572
663	7249	1561
664	7258	1550
665	7268	1538
666	7278	1527
667	7287	1516
668	7296	1505
669	7307	1494
670	7317	1483
671	7326	1471
672	7336	1460
673	7347	1449
674	7356	1438
675	7366	1427
676	7375	1416
677	7385	1405
678	7394	1393
679	7404	1382
680	7414	1371
681	7424	1360
682	7433	1349
683	7442	1338
684	7452	1327
685	7462	1316
686	7472	1305
687	7482	1294
688	7492	1283
689	7502	1272
690	7515	1261
691	7526	1250
692	7536	1239
693	7546	1228
694	7555	1217
695	7564	1206
696	7574	1195
697	7584	1184
698	7594	1173
699	7604	1162
700	7613	1151
701	7622	1140
702	7631	1129
703	7642	1118
704	7652	1107
705	7661	1096
706	7671	1085
707	7680	1073
708	7692	1063
709	7703	1052
710	7712	1041
711	7720	1030
712	7730	1019
713	7740	1008
714	7749	997
715	7760	986
716	7771	975
717	7783	964
718	7796	954
719	7808	943
720	7818	932
721	7829	921
722	7839	910
723	7849	899
724	7858	888
725	7868	877
726	7877	866
727	7887	855
728	7899	845
729	7909	834
730	7919	823
731	7928	812
732	7938	801
733	7948	790
734	7957	779
735	7967	768
736	7976	757
737	7986	746
738	7996	735
739	8006	724
740	8015	713
741	8025	703
742	8034	692
743	8045	681
744	8054	670
745	8063	659
746	8073	648
747	8082	637
748	8092	626
749	8101	615
750	8111	604
751	8120	593
752	8131	583
753	8142	572
754	8151	561
755	8161	550
756	8171	539
757	8181	528
758	8190	517
759	8200	507
760	8210	496
761	8220	485
762	8229	474
763	8239	463
764	8249	452
765	8258	442
766	8267	431
767	8277	420
768	8286	409
769	8296	398
770	8306	387
771	8316	377
772	8327	366
773	8337	355
774	8347	344
775	8357	333
776	8367	323
777	8376	312
778	8386	301
779	8396	290
780	8405	279
781	8415	269
782	8425	258
783	8435	247
784	8445	236
785	8454	225
786	8464	215
787	8473	204
788	8483	193
789	8493	182
790	8502	171
791	8511	161
792	8521	150
793	8531	139
794	8541	128
795	8550	118
796	8560	107
797	8570	96
798	8579	85
799	8588	75
800	8598	64
801	8607	53
802	8616	42
803	8626	32
804	8635	21
805	8644	10
806	8654	0
